,zon,zon_ef,mer,mer_perp,mer_parl,N,nui,R,F,E,ratio,hem,ge,K,dn
190,-1.5676718460830357,-15.409864242012851,42.306640732130795,2.878891890529825,40.252182595562154,3.472671332881159e+16,6.652930658134303,0.00915238856251017,15.513142687800183,2.0521241774403407,0.88317147737156,north,9.250647726518585,3.6503420338287586e-05,2013-12-24 22:10:00
200,7.553910147368832,-7.58637286639468,44.944486861027876,3.5419523002274858,39.70813763875938,4.821231059664908e+16,5.549234130156964,0.007239123934785167,18.074623012711434,2.0413230343368376,0.898522146084381,north,9.222543513056936,3.5935255571118915e-05,2013-12-24 22:10:00
210,16.406088131451146,0.23297113744146913,46.817791498422885,4.016197247379063,38.54824955160174,6.8904291814679944e+16,4.640743730234845,0.00577420609707597,21.59547638638501,1.730100611243024,0.9258281751650149,north,9.194567179614682,3.6405227002368496e-05,2013-12-24 22:10:00
220,26.616405292592745,9.14723830561413,49.29938868045494,4.357902969166465,37.56264064247817,9.771698250535816e+16,3.769934493180178,0.004390081460648989,24.95774543301235,2.017773651094575,0.9251998211858922,north,9.166717951525998,3.165874553190802e-05,2013-12-24 22:10:00
230,35.84020494805192,17.143478737436368,51.61878912109114,4.344472911589926,36.769952462843136,1.2987202376966686e+17,3.0838893739944595,0.0033716953230667427,27.465245346176676,2.166991580936524,0.9268704692707911,north,9.138995059982113,3.098274473617859e-05,2013-12-24 22:10:00
240,43.26189940629499,23.824297960148176,52.92245687363894,4.657705047997598,35.61365663841487,1.7694533769428118e+17,2.588825963504618,0.0026849844273303,31.447862237032528,2.087811490737335,0.9377435650261446,north,9.111397741978243,3.012623348386726e-05,2013-12-24 22:10:00
250,48.95759824052173,29.07065782673712,53.64093194727788,4.974246747090859,34.47384230744085,2.3483202288191206e+17,2.2124827611155173,0.0021972593694888766,35.68060521285514,2.038748278395684,0.9459495434122808,north,9.083925240261097,2.732956538563387e-05,2013-12-24 22:10:00
260,53.24975715056964,33.1082412273493,54.009574065929705,5.303588778946224,33.46320691064148,3.0312871337044045e+17,1.9214445516558678,0.0018451847869339077,40.066077738719315,1.4903357608845378,0.9641370456355973,north,9.05657680327692,2.2266692533964755e-05,2013-12-24 22:10:00
270,56.61217712089568,36.19279649687919,54.428885772654134,5.344462627408813,32.795617674780395,3.671042275502759e+17,1.6735209638849455,0.0015644978117638469,42.44525543762254,0.913732485890035,0.9789263419270323,north,9.029351685120096,2.039761435194425e-05,2013-12-24 22:10:00
280,62.935193061722785,41.79174295223639,55.95270167025097,5.610939461902315,32.26648820972447,4.4949247263427405e+17,1.4307730130425664,0.0012572550827505756,44.666798314449586,1.7699610181088872,0.9618844845430912,north,9.002249145482297,2.0596719659799188e-05,2013-12-24 22:10:00
290,64.04132258176773,43.106016950470426,55.51564370356926,6.076414073076571,31.536851313884927,5.48140507747659e+17,1.29540392907318,0.0011307649827023139,49.06109106540925,1.051853866840013,0.9790103361863471,north,8.975268449602138,1.6230244218903125e-05,2013-12-24 22:10:00
300,69.17537527001188,47.52358623188708,57.053138427887795,6.095911486934887,31.404966381669947,6.225970215052367e+17,1.1185550527327013,0.0009241547491281233,48.673054778800655,1.5749666405966019,0.9686561461305895,north,8.948408868215399,1.4254084080317083e-05,2013-12-24 22:10:00
310,68.0968926313305,46.932858792917294,56.02898036191246,6.5046865824747675,30.793107264347874,7.199337889794899e+17,1.0402227806610973,0.000871448668838204,52.09687908452927,0.8480568315233998,0.983982286183743,north,8.921669677505726,1.2338149206510877e-05,2013-12-24 22:10:00
320,71.87570075976492,50.190058046277166,57.192495983616936,6.559729326866807,30.740975169385333,7.938950909715608e+17,0.9172111995781336,0.0007352923730639146,50.899531460882976,1.0893114724273136,0.979047206843502,north,8.895050159055883,1.1638084374651998e-05,2013-12-24 22:10:00
330,69.7992373303274,48.735115277620984,55.97127859881926,7.071974749264909,30.259018309824583,8.974767663330446e+17,0.869487815922389,0.000715660149510688,54.320149634369535,0.47510629913275626,0.9913294264067435,north,8.868549599799476,1.1217374665300308e-05,2013-12-24 22:10:00
340,72.1417861662208,50.9044947588251,56.49453198649452,7.435855802567263,30.05851824088724,9.872747017723773e+17,0.791613200427164,0.0006317415745457204,54.498846217277496,0.8045297685060172,0.9854524293650205,north,8.842167291973231,8.18355706956625e-06,2013-12-24 22:10:00
350,74.66845197350871,53.07455901073879,57.360461535889655,7.538220963913964,30.12248103555739,1.0503659352992548e+18,0.7164489794389715,0.0005539627439478034,52.71703757465495,1.1119072675509563,0.9793436919335796,north,8.815902533069698,7.626371475584612e-06,2013-12-24 22:10:00
360,76.82845925153613,55.08877981735068,57.9060052250052,7.995688243406642,30.011306623996802,1.1380068703407891e+18,0.6583453883561088,0.0004936256837179162,52.406346698657785,1.3579390714248827,0.9747427301976639,north,8.789754625790525,6.753840103407067e-06,2013-12-24 22:10:00
370,72.62553886767155,51.66262833131587,56.189291164693145,8.13454828548743,29.675409472744764,1.1940903286368911e+18,0.6428399030321652,0.0005085179404040875,53.707230807513625,0.37508853602796555,0.9930644887168146,north,8.763722878000134,5.69198512610265e-06,2013-12-24 22:10:00
380,74.18793296593724,53.14593448257726,56.543182319201556,8.520572385076317,29.547096107736433,1.263265598120618e+18,0.5997702925114732,0.00046409836908277256,53.054520945033296,0.6025625936041122,0.9887701202923148,north,8.737806602679962,5.1233298405251456e-06,2013-12-24 22:10:00
390,76.05777247151161,54.754577600449196,57.2720691296645,8.71631619715529,29.690676097281134,1.31240544081768e+18,0.5561157902686628,0.0004204198143642656,51.509727903157696,0.8751965017482867,0.983292970034976,north,8.712005117883095,4.3373864397537355e-06,2013-12-24 22:10:00
400,77.61032081287433,56.21785153726695,57.66308981353395,9.10612820535713,29.597603043597584,1.365461126289255e+18,0.5234510038191859,0.00038727963510392526,50.29135535892075,1.0917923905025748,0.9787519364164522,north,8.686317746689436,3.428511123733608e-06,2013-12-24 22:10:00
410,72.7126639971262,52.17196783773342,55.76305969908564,9.23292626865035,29.2784164825674,1.39405602206456e+18,0.5271772763454785,0.00041765918380326744,51.580757518114105,0.331066152745488,0.9936225289474596,north,8.660743817161276,2.8705890765589184e-06,2013-12-24 22:10:00
420,74.06087209566175,53.49022066964578,56.03620690652209,9.66324683634247,29.133733301368522,1.4331275571611082e+18,0.5042680448459967,0.00039341155448296473,50.44418135309515,0.345075801301275,0.9932057324592823,north,8.635282662299383,2.0925279989494003e-06,2013-12-24 22:10:00
430,74.71239428777517,54.0462179581635,56.35114428747996,9.804876742344147,29.240116048163035,1.4415195072882179e+18,0.48198009405649817,0.00037101716126306466,48.85448771908108,0.35913441986808076,0.992702540389039,north,8.609933619999481,1.2548030619814734e-06,2013-12-24 22:10:00
440,76.21280017355132,55.467685233196114,56.70849283568006,10.17834331142775,29.121140681309367,1.4565703586732465e+18,0.46460813821371055,0.0003519773683935721,47.33857184960398,0.5323984066810089,0.988878470525441,north,8.584696033009237,9.078685905014561e-07,2013-12-24 22:10:00
450,77.48325284189505,56.557726637939766,57.24563040787729,10.359655818012328,29.255697801369614,1.4552210877278776e+18,0.446822203401433,0.0003332214009026367,45.66541836087993,0.8450785614945621,0.9818303691120526,north,8.559569248885623,3.910559963719276e-07,2013-12-24 22:10:00
460,78.77227541477617,57.80385568651443,57.52008252127868,10.733739967913827,29.116483079319625,1.4551588184272975e+18,0.43303379906433537,0.00031750757542003787,44.31063410923983,1.0763130719567267,0.9762858456273826,north,8.534552619952782,1.9609255805909976e-08,2013-12-24 22:10:00
470,80.00067873295811,58.85533227719517,58.04475644227136,10.910335578484963,29.24802401197443,1.4430764847074962e+18,0.41897876434735476,0.0003022443445028227,42.60270877560888,1.3136881280350068,0.9700866140972962,north,8.50964550326026,-4.1560584908928514e-07,2013-12-24 22:10:00
480,72.54069725091955,52.66231148113931,55.05537462727519,10.900119530652695,28.632211375777356,1.430522420056734e+18,0.4470252607828548,0.0003553096970460257,45.05370512921446,0.30742121629873576,0.9932228046112188,north,8.484847260541722,-4.865560408112734e-07,2013-12-24 22:10:00
490,73.41658011405463,53.564653876921994,55.13729949007613,11.240947974424557,28.421187911626973,1.4166465159193874e+18,0.43879440526954683,0.00034462884187499125,43.736112234329966,0.3085738937245566,0.9929940721378416,north,8.460157258174037,-7.768099753151321e-07,2013-12-24 22:10:00
500,74.38908716214175,54.397857208469,55.55767441984923,11.397346868369542,28.525258925854835,1.3961662933404887e+18,0.4303890539462672,0.0003344924491350334,42.482296753286654,0.3097494265846597,0.9927615186877798,north,8.435574867136822,-1.2651639548651678e-06,2013-12-24 22:10:00
80,,,,,,,,,,-9.623935411385888e-11,,south,9.568461737165052,,2013-12-24 22:10:00
90,,,,,,,,,,0.023855386576034407,,south,9.538897985579665,,2013-12-24 22:10:00
100,,,,,,,,,,0.06874948007349524,,south,9.509471037659582,,2013-12-24 22:10:00
110,,,,,,,,,,0.33348561571328095,,south,9.480180050642307,,2013-12-24 22:10:00
120,,,,,,,,,,1.201105770954365,,south,9.451024188245025,,2013-12-24 22:10:00
130,,,,,,,,,,1.773018287020681,,south,9.422002620604932,,2013-12-24 22:10:00
140,,,,,,,,,,2.3160985784359247,,south,9.393114524220158,,2013-12-24 22:10:00
150,,,,,,,,,,3.5406992021227905,,south,9.364359081891372,,2013-12-24 22:10:00
160,-28.611781574913728,-34.27367376943076,21.65159129546181,-1.8251260619300724,30.038980914132196,2487154166308497.0,12.845992776247208,0.0215864335949823,2.2202778871083044,1.8168329731523807,0.5499670343372578,south,9.335735482663964,,2013-12-24 22:10:00
170,-17.92424688749143,-28.538336079703697,34.33719014506222,-2.765385863959147,38.305222888151036,5051136663234984.0,9.531434658919109,0.014567487789910119,3.4811049624012904,1.9333119406288581,0.6429325677623955,south,9.307242921770898,6.762997973854767e-05,2013-12-24 22:10:00
180,-6.855092180120369,-21.819781614355893,45.11386116623428,-3.883006018968901,44.605708241423386,9265427864085004.0,7.578804452881661,0.010836260563876838,5.216772178549323,1.9761445459760432,0.7252651988534676,south,9.27888060057611,6.14313520177731e-05,2013-12-24 22:10:00
190,2.716876198481716,-14.683758385195969,50.45526008946801,-4.840129937334951,46.27029398106435,1.633697326309767e+16,6.224156813808997,0.008420643416219755,7.665167797240899,1.716289120979818,0.817055161480683,south,9.250647726518585,5.2526681401635195e-05,2013-12-24 22:10:00
200,13.834032189504532,-6.136869477625541,55.873137006246004,-5.704873767300918,47.44913729701374,2.6265560422494868e+16,4.979814387449649,0.0062746891345029756,9.914800677350117,1.6264115262843086,0.8590779289395495,south,9.222543513056936,4.590583288431628e-05,2013-12-24 22:10:00
210,24.7901262188652,2.9204719191375488,59.40247440171378,-6.242317616693981,46.930733996443585,4.019384248629305e+16,3.9872875967743693,0.004693356614602909,12.201798750168006,1.4371887013360733,0.8946264371569913,south,9.194567179614682,4.012245596334946e-05,2013-12-24 22:10:00
220,36.48970939188623,12.813106211072087,62.570365316564164,-6.54130595594181,45.83970805815152,5.8134523649695736e+16,3.1440782313646363,0.003406307617431609,13.966362405441933,1.543923415821056,0.9004580938344477,south,9.166717951525998,3.578854655798829e-05,2013-12-24 22:10:00
230,46.4353223901412,21.310402568880413,64.88211395267717,-7.0058131948586055,44.478538275718165,8.125237403374082e+16,2.5248410471662277,0.002535564883417137,16.15301333272215,1.5998553752173572,0.9098818674583076,south,9.138995059982113,3.3237940201082e-05,2013-12-24 22:10:00
240,54.76739000657007,28.68231305942753,66.14149915045256,-7.209450851289822,42.732139173279464,1.113778220631247e+17,2.0576750782746642,0.0019254081564436109,18.681369401259506,1.5260299067793268,0.9244816275703401,south,9.111397741978243,3.09517000294431e-05,2013-12-24 22:10:00
250,61.79975215007254,35.04689521240819,66.79049976347319,-7.340080508905558,40.86620142919964,1.491541289248799e+17,1.7053563559452196,0.0014988040095230183,21.102616563964983,1.4456832390031484,0.9358850444762649,south,9.083925240261097,2.8458456545992815e-05,2013-12-24 22:10:00
260,67.69234709120794,40.39566175225383,67.26124796053607,-7.49411020222546,39.21083353540748,1.948849749289353e+17,1.435050088958322,0.0011954767623973508,23.463013678712283,1.2934756274159513,0.9477520575950257,south,9.05657680327692,2.6221857715310223e-05,2013-12-24 22:10:00
270,72.12529834626655,44.43097511113438,67.44662380116748,-7.8105094941198505,37.714315790768026,2.4955644685620874e+17,1.2263358234357145,0.000978748764940329,25.921415003664737,0.90432254229406,0.9662889961275158,south,9.029351685120096,2.3591032733121042e-05,2013-12-24 22:10:00
280,78.68279033509548,50.10486948992091,68.74632900972409,-7.9404772101115055,36.58610916294279,3.103501679052473e+17,1.027341925553013,0.0007578207908296405,27.09236882123898,1.4434614686695724,0.9494158237554405,south,9.002249145482297,2.0521458372982314e-05,2013-12-24 22:10:00
290,81.03441469004831,52.45993534925156,68.38895796149976,-7.845576672376942,35.4704689567858,3.741221978305074e+17,0.8934386597980797,0.0006401770340288446,28.53607663626658,0.9379613177352426,0.9681766943776398,south,8.975268449602138,1.8902354330434086e-05,2013-12-24 22:10:00
300,85.87516856054819,56.572427546954565,69.39965708001347,-8.144300125025685,34.572380991000365,4.4837152730497786e+17,0.7666016178068726,0.0005138806019959704,29.458124868465053,1.2965937801403413,0.9578408180235739,south,8.948408868215399,1.737029572491277e-05,2013-12-24 22:10:00
310,86.09241665949006,56.91027949761278,68.80325769313889,-8.48823377533728,33.76677469280334,5.258451750896352e+17,0.6864602442852722,0.00045788965501149584,31.125623639480303,0.8131555491995671,0.9745401806250699,south,8.921669677505726,1.5681796244429316e-05,2013-12-24 22:10:00
320,90.53383094064128,60.73224523596657,69.56316708800196,-8.681619832957878,32.770502431914316,6.08553466885575e+17,0.6005692989734163,0.0003792703203248039,32.562467822047616,0.9382132663546434,0.9719942032259323,south,8.895050159055883,1.3200307780224146e-05,2013-12-24 22:10:00
330,90.1058383351611,60.561166236453104,68.89334371914538,-8.738366023099186,32.26967185005667,6.811002280599377e+17,0.5454757288457145,0.00034826854960624625,33.64904095171922,0.6284101655858876,0.9816669517393423,south,8.868549599799476,1.1601232603756783e-05,2013-12-24 22:10:00
340,92.71672393883837,62.73183941821681,69.47268707375108,-8.98790956383841,31.73405505632279,7.604619750004932e+17,0.4866001948161942,0.00029819212250002637,34.072875602156095,0.7913038365378021,0.9773032422022365,south,8.842167291973231,1.1080417672749872e-05,2013-12-24 22:10:00
350,94.99522360989978,64.5673861880596,70.0247335642157,-9.32255840423103,31.223715776801694,8.428187404779003e+17,0.436929630458936,0.00025756990528926594,34.370029904757175,0.9344713066010799,0.9735311001561341,south,8.815902533069698,9.086553150836946e-06,2013-12-24 22:10:00
360,97.18005163190797,66.42624580240575,70.54924204721914,-9.308038910882628,30.938189712136666,9.061958701219788e+17,0.39333020275599284,0.00022335039850415248,33.56095972937993,1.0587481573060364,0.9694177616757648,south,8.789754625790525,8.204384678782016e-06,2013-12-24 22:10:00
370,94.07974443984979,63.739175407232196,69.51302368113237,-9.889951778672572,30.72166770690823,9.833826112446762e+17,0.37256370989983667,0.00022174060755708277,34.8930079147353,0.5365829140562274,0.9848549502970784,south,8.763722878000134,7.764106430191512e-06,2013-12-24 22:10:00
380,95.2816065007357,64.59087221587619,70.00214969979122,-10.243946031303311,30.52270616096187,1.05019912310341e+18,0.3420137026321217,0.00019837271235784298,34.55360663160801,0.6734583306372306,0.9808823604419212,south,8.737806602679962,6.231556424049917e-06,2013-12-24 22:10:00
390,96.65088564873227,65.6622741696418,70.47575057820977,-10.359531745224846,30.392487552665,1.1049987372764329e+18,0.31420129667238084,0.00017756670893524838,33.66588678814535,0.802771725465153,0.9767100966477077,south,8.712005117883095,5.412750197047467e-06,2013-12-24 22:10:00
400,97.68752127498173,66.35130168750773,70.96537343495538,-10.718947320143801,30.234883310305225,1.160023099807016e+18,0.2914964474736763,0.00016089958434910826,33.15553138012201,0.9123604533058488,0.9732193451309884,south,8.686317746689436,5.103266991710418e-06,2013-12-24 22:10:00
410,93.48417556887411,62.63943221522558,69.90521892898487,-11.396457381252704,30.347317579435504,1.2131360667079544e+18,0.2846255113809605,0.00016835595131008723,34.18667915007818,0.42562648356067484,0.9877030300129148,south,8.660743817161276,3.6788312988396994e-06,2013-12-24 22:10:00
420,94.7139845150875,63.66432795626178,70.23381521546924,-11.398558952478671,30.199367770330866,1.238679973247297e+18,0.26831578347748947,0.0001565792358015127,33.45071090407912,0.4505887209534211,0.9867088068617669,south,8.635282662299383,2.8449037032341945e-06,2013-12-24 22:10:00
430,95.39144409506781,64.04859651478321,70.59319342085598,-11.782617131062258,30.00752582437095,1.2726444336031268e+18,0.25425830142141503,0.00014611530913588306,33.09106471322058,0.5243661201922364,0.9844010293132692,south,8.609933619999481,2.5704029360486655e-06,2013-12-24 22:10:00
440,96.20581827134419,64.58889857686381,70.92946672002884,-12.080776265293299,29.789978590687163,1.292948134573853e+18,0.2426792566268965,0.00013754496658300067,32.48315207246723,0.671918224704646,0.9797340732900826,south,8.584696033009237,1.4950223186106118e-06,2013-12-24 22:10:00
450,96.78550246071896,64.93815212016997,71.3235379079079,-12.236471744732318,29.83682746614767,1.2999842732621957e+18,0.23231963379021808,0.0001299429953265722,31.65247736419259,0.814020225408017,0.9749273778866508,south,8.559569248885623,9.428993716864649e-07,2013-12-24 22:10:00
460,97.43353496049063,65.33853736334125,71.59969039250178,-12.523816757001537,29.611739699491064,1.3060441738479752e+18,0.22374844946616343,0.00012342282714226854,30.873854443073874,0.9294650243607737,0.9707745908312335,south,8.534552619952782,4.958541714641441e-07,2013-12-24 22:10:00
470,98.37056287640989,66.07705544033823,71.86615638095674,-12.557160151264203,29.448838614508144,1.3015231138103396e+18,0.21576336819706338,0.00011732980289294209,29.911796988702466,1.0400988058275569,0.9663962810959266,south,8.50964550326026,2.3014280588137913e-07,2013-12-24 22:10:00
480,92.38228730335608,60.77331172999037,70.6230146700022,-13.408152197338726,29.982201495916474,1.3006157279488922e+18,0.22194142441709214,0.00013323145206007566,31.279459672247384,0.39012356514544105,0.9876814430357007,south,8.484847260541722,3.444978985603296e-08,2013-12-24 22:10:00
490,92.61968982421135,60.757830777645324,70.98845088181649,-13.78811072544619,29.9593572655552,1.291078243248992e+18,0.21696471772137846,0.00012914648792703952,30.601978652191907,0.406653005531323,0.9868858126337208,south,8.460157258174037,-5.353059798710165e-07,2013-12-24 22:10:00
500,92.80641179866693,60.729792364065354,71.42103419287555,-14.00208638933523,30.173524967311316,1.2755407377342502e+18,0.2123677614568448,0.00012535212784797642,29.869626809084092,0.42145578042440346,0.9860864734966462,south,8.435574867136822,-1.0150789545183178e-06,2013-12-24 22:10:00
80,,,,,,,,,,-9.810624825575068e-11,,north,9.568461737165052,,2013-12-24 22:20:00
90,,,,,,,,,,0.02191394232990424,,north,9.538897985579665,,2013-12-24 22:20:00
100,,,,,,,,,,0.06508545500961699,,north,9.509471037659582,,2013-12-24 22:20:00
110,,,,,,,,,,0.3168910736354899,,north,9.480180050642307,,2013-12-24 22:20:00
120,,,,,,,,,,1.1609309394058611,,north,9.451024188245025,,2013-12-24 22:20:00
130,,,,,,,,,,1.6536931435157554,,north,9.422002620604932,,2013-12-24 22:20:00
140,,,,,,,,,,2.057645604578402,,north,9.393114524220158,,2013-12-24 22:20:00
150,,,,,,,,,,4.70469068374169,,north,9.364359081891372,,2013-12-24 22:20:00
160,-30.653652886065252,-34.80357553564749,17.700379372018777,0.6241495386473979,26.886166489507147,6525940853145281.0,13.379416206660814,0.022735959183645838,5.878976138870436,2.2923301451376923,0.719465888872143,north,9.335735482663964,,2013-12-24 22:20:00
170,-20.54306871391962,-28.422480315960943,27.19893159426561,1.271689448546459,32.38887268035322,1.4277524690589972e+16,10.314593789116609,0.016168244575404837,9.88221113479899,1.8202832892041323,0.8444533940156785,north,9.307242921770898,6.079202442705339e-05,2013-12-24 22:20:00
180,-8.091749529125579,-19.917891204992824,37.09567701700176,1.965975111978926,37.54533244890732,2.3746321042762844e+16,8.055481570407101,0.011676319037688551,12.851573185982788,1.9705681351169428,0.8670523986765809,north,9.27888060057611,4.6244256788072095e-05,2013-12-24 22:20:00
190,2.25625698807942,-11.781175399312435,42.23900867795244,2.728822060527098,38.939441303216064,3.6009952436801668e+16,6.625632421736438,0.00907380415507982,16.028197314013838,1.714021159379973,0.9033930755643486,north,9.250647726518585,3.758311444465384e-05,2013-12-24 22:20:00
200,11.767537180193079,-3.6523508549931054,45.07785090207333,3.3771922361344315,38.46776137733601,5.047445250202263e+16,5.517678889927638,0.007160011066027961,18.82293862584404,1.6484867868782442,0.9194737663038468,north,9.222543513056936,3.5621716368547066e-05,2013-12-24 22:20:00
210,20.492354944955697,4.072015269257148,46.891493752274606,3.86149764101701,37.30309217169733,7.147922498034678e+16,4.634333943199174,0.005741559385814523,22.37663791877672,1.3780596210655607,0.9419879112855793,north,9.194567179614682,3.595640325428115e-05,2013-12-24 22:20:00
220,30.668902179129553,12.963486828684747,49.357243362468026,4.205977586731803,36.320824306929325,1.0118620638287997e+17,3.775920114495883,0.0043839683937626755,25.882263558504345,1.6145718379844776,0.9412815396861761,north,9.166717951525998,3.138656530877846e-05,2013-12-24 22:20:00
230,39.79460088593872,20.87516110293728,51.658572091965056,4.205020792125882,35.545185982089585,1.340619951955162e+17,3.095839786165855,0.003378657441449571,28.44908490490984,1.7622460807370284,0.9416693663190723,north,9.138995059982113,3.069039348469809e-05,2013-12-24 22:20:00
240,47.147015274889505,27.505303146699397,52.92550367568045,4.510261084190531,34.384228502265636,1.821874732711745e+17,2.6017797430498977,0.002695534768909699,32.5243924209759,1.7225534258675872,0.9497019841252106,north,9.111397741978243,2.9854396973983503e-05,2013-12-24 22:20:00
250,52.76164717982821,32.69413325636716,53.592731060554975,4.813848348399858,33.230272607700215,2.411423933253376e+17,2.2254491500244207,0.0022090656337581793,36.829785028435396,1.5015131626844227,0.96082801174127,north,9.083925240261097,2.703524667180026e-05,2013-12-24 22:20:00
260,57.000072990419696,36.69866091705808,53.91317967111653,5.125676547944185,32.20004683386512,3.1034418923949677e+17,1.9335752296184943,0.001856302379663655,41.247198888789214,1.0295638617909553,0.9756470506536874,north,9.05657680327692,2.192533110451743e-05,2013-12-24 22:20:00
270,60.28805479508744,39.72141096297283,54.30907785015624,5.164384919100369,31.537595354494236,3.744473905399116e+17,1.685162720663534,0.0015750961748508424,43.557034558978486,0.7797337889677661,0.982413382435802,north,9.029351685120096,2.007270800306086e-05,2013-12-24 22:20:00
280,66.44312516435276,45.19588072364849,55.73332120836741,5.423898131922771,30.974305322170984,4.572030437429802e+17,1.4448616529170806,0.001272974744466908,45.82289466791715,1.0419450198267002,0.9777670205047305,north,9.002249145482297,2.030074594390215e-05,2013-12-24 22:20:00
290,67.55839272841617,46.537228797392615,55.24331751806095,5.856086915089563,30.202793255542645,5.558855315218345e+17,1.3076094983271986,0.0011435611075027517,50.16710454597978,0.8722857232004715,0.9829095583117263,north,8.975268449602138,1.5932087712729962e-05,2013-12-24 22:20:00
300,72.53511658600843,50.82696293292712,56.718292733103674,5.8822346462686275,30.062591007649925,6.294413701378684e+17,1.1322714100404274,0.0009398950828699119,49.7385302734369,1.1821060775985177,0.9767853239411749,north,8.948408868215399,1.3953784517061527e-05,2013-12-24 22:20:00
310,71.47855973522888,50.271222536096516,55.65218415305405,6.25728870593939,29.414804214316703,7.257885103936273e+17,1.052519417173794,0.000884850972181088,53.071008116441995,0.6602644745918,0.9877117283333807,north,8.921669677505726,1.2068562487303665e-05,2013-12-24 22:20:00
320,75.13254028897695,53.430214359891266,56.75443982346973,6.312313023996888,29.345377854504125,7.982208218464851e+17,0.9300991069458853,0.0007501273424268991,51.81110444073448,0.9470721412662696,0.9820488083056802,north,8.895050159055883,1.1383515065235753e-05,2013-12-24 22:20:00
330,73.2203674352078,52.13289590840312,55.529143458606484,6.779253373960278,28.82127958101557,9.002357426333775e+17,0.8800554254189552,0.0007264642133026682,55.07251566244599,0.40470892259410607,0.9927049536882702,north,8.868549599799476,1.1006620987045214e-05,2013-12-24 22:20:00
340,75.4496158226626,54.22821643510568,55.94922560800851,7.116403412526905,28.56731760724608,9.884004832168508e+17,0.8030342158699746,0.0006443394461776883,55.25829546584512,0.5406469258246616,0.9903108033476746,north,8.842167291973231,8.00444778250567e-06,2013-12-24 22:20:00
350,77.89213365043442,56.33578278692992,56.76032711582377,7.212331087033137,28.607385639873534,1.0497589479718863e+18,0.7280125086861544,0.000567110576310967,53.43813157953178,0.9053905427384988,0.9833394946190381,north,8.815902533069698,7.4653096258056384e-06,2013-12-24 22:20:00
360,80.03608717822841,58.36223492665692,57.2191956013494,7.630107022992057,28.430310660437385,1.1356639971047635e+18,0.6695614980584093,0.0005064556685008899,53.09089594229284,1.1906691861079606,0.9780649437190788,north,8.789754625790525,6.618746086378798e-06,2013-12-24 22:20:00
370,75.94714035254017,55.03163351521081,55.541196053749445,7.750667788856487,28.101254040690442,1.1901188521695685e+18,0.6525864734750484,0.0005190125752322524,54.25466525527739,0.3547004645839971,0.9935047686434674,north,8.763722878000134,5.579381703777667e-06,2013-12-24 22:20:00
380,77.45730276997897,56.49328585237273,55.806002503884564,8.100160939676416,27.91553488364427,1.2578250074168788e+18,0.6095824607416555,0.00047503356764733834,53.602021624705124,0.3701364406989887,0.9931420855869716,north,8.737806602679962,5.037743074471553e-06,2013-12-24 22:20:00
390,79.29771611180075,58.089650686773126,56.48287702209786,8.277705975941663,28.022689757342103,1.30577052260507e+18,0.5656765455864202,0.0004312582556404317,52.03999506300191,0.6544195926381232,0.9875808546899177,north,8.712005117883095,4.261653485248554e-06,2013-12-24 22:20:00
400,80.86272702389873,59.5853305984219,56.807423324210816,8.627513562806783,27.874706383963794,1.357526477219746e+18,0.532533052570378,0.00039761816606819156,50.78049753151214,0.9042767054503945,0.9825040020237973,north,8.686317746689436,3.363208649595857e-06,2013-12-24 22:20:00
410,76.25432903454907,55.77723737493272,55.027437622628746,8.741022569994138,27.586649637282417,1.385172725094731e+18,0.5344975080268302,0.00042479969983098674,51.89752355999233,0.31511275973896213,0.9939648180603384,north,8.660743817161276,2.8090388241341572e-06,2013-12-24 22:20:00
420,77.56858925334662,57.091294243517794,55.20839633678388,9.123318089220293,27.37931683090641,1.4230573340421642e+18,0.5115829408493595,0.0004010033823236017,50.73914944239627,0.32806837688510104,0.9935757538613895,north,8.635282662299383,2.045664323546555e-06,2013-12-24 22:20:00
430,78.14649444916404,57.593911405930896,55.46764958029626,9.251002850105188,27.458217003369683,1.430966754047109e+18,0.4895881182475363,0.0003792511463625031,49.19440967081786,0.34161362569245507,0.9931037333447693,north,8.609933619999481,1.214322476860734e-06,2013-12-24 22:20:00
440,79.64244526078679,59.033585059176055,55.750692118720295,9.57947723456934,27.28408591411202,1.4451713885895455e+18,0.4721053244143899,0.0003602492897253677,47.648233575503134,0.3497018928757411,0.9927142305296417,north,8.584696033009237,8.702286796590983e-07,2013-12-24 22:20:00
450,80.87900888631367,60.1063346922367,56.23680511192193,9.740938894760681,27.384937128504916,1.4434715756429816e+18,0.4544336263292132,0.0003417115886589371,45.98797516038249,0.5312969357958662,0.9885789929236767,north,8.559569248885623,3.5387315605623086e-07,2013-12-24 22:20:00
460,82.194863367447,61.396751483938274,56.44831325378432,10.066942441814172,27.19339557790133,1.4426993381341135e+18,0.440254953121362,0.0003255779640252099,44.589287287938625,0.80511296370797,0.9822640466831861,north,8.534552619952782,-1.625234036752556e-08,2013-12-24 22:20:00
470,83.42919233075486,62.463659749251114,56.93883637878451,10.223502994394682,27.29565105183941,1.4303945275778176e+18,0.42604981058238495,0.0003101280423658556,42.87058629938551,1.0866892141907478,0.9752785130221475,north,8.50964550326026,-4.3800123694188837e-07,2013-12-24 22:20:00
