,zon,zon_ef,mer,mer_perp,mer_parl,N,nui,R,F,E,ratio,ge,K
2013-12-25 04:10:00,55.18132794789484,39.817067515098785,35.71176731633578,-3.8322524460157097,14.914381508224716,7.132939406451741e+17,1.4835659790684856,0.0007656193032286357,41.15426722927507,0.753529563347458,0.982019346732155,8.948408868215399,2.046738622741441e-05
2013-12-25 04:20:00,55.864627839131145,40.109057866364665,36.77204358824313,-3.8864675558613957,15.668321705156108,7.043446763686486e+17,1.4901022544505387,0.0007739554787913638,40.82696226574514,0.7647585952876843,0.9816127205257289,8.948408868215399,1.9975058605481156e-05
2013-12-25 04:30:00,56.95558991286728,40.71040312006673,38.05959052492527,-3.949527608238986,16.499833206976223,6.940950735974912e+17,1.4955821231431394,0.0007813649550287482,40.39340487739498,0.7763205705761942,0.9811434115207477,8.948408868215399,1.9515122037406722e-05
2013-12-25 04:40:00,58.35624966354453,41.54884802182072,39.51298022129254,-4.022746251777929,17.383789785684534,6.822780339629645e+17,1.5004421776751604,0.0007881795804769091,39.849647762067974,0.7882749878602267,0.9806024783129049,8.948408868215399,1.908351954358611e-05
2013-12-25 04:50:00,59.96198790085825,42.54773806269709,41.06536788581902,-4.1066126994169005,18.292321631913055,6.686585943941855e+17,1.5051022570000128,0.0007947211609055328,39.19257411230356,0.8007130588933757,0.97997881355774,8.948408868215399,1.8675926962361006e-05
2013-12-25 05:00:00,61.664318520958645,43.62791217121545,42.64669590058109,-4.2007544626699795,19.195930905239553,6.530696552547592e+17,1.5099561131666053,0.0008012951025755061,38.42157543249317,0.8137619380903461,0.9792594637226069,8.948408868215399,1.8287706664018185e-05
2013-12-25 05:10:00,63.34760015406687,44.70332581132142,44.18732823085292,-4.305005104424558,20.067828731324546,6.354542814463283e+17,1.5154664497444488,0.0008082923609597696,37.54347021197852,0.8275912183697669,0.9784318914431902,8.948408868215399,1.7915864951636567e-05
2013-12-25 05:20:00,64.89512651287086,45.68645340103386,45.6192328475227,-4.418767262118542,20.883109737401632,6.158862462153062e+17,1.522102062262785,0.0008161248704585333,36.571710592047225,0.8424190093230011,0.9774839340565028,8.948408868215399,1.7554010121484253e-05
2013-12-25 05:30:00,66.18242924895992,46.48292873646601,46.87255092927997,-4.541424274079359,21.61739561045108,5.945932731618678e+17,1.5307165391106605,0.0008258739910541211,35.537176233853216,0.8585179474103337,0.9764115517859171,8.948408868215399,1.719928113231389e-05
2013-12-25 05:40:00,67.10684427371717,47.01513860033276,47.89004690785501,-4.6712284031057,22.2515948425325,5.7194096057898534e+17,1.5415460160916616,0.0008375623135870496,34.46099176056606,0.8762243651381345,0.9752039220627577,8.948408868215399,1.6849642325248387e-05
2013-12-25 05:50:00,67.56597352539568,47.2058511097906,48.61380311138004,-4.806088615276557,22.765710011482298,5.484463342282432e+17,1.5551437348111392,0.000851721034487173,33.379729878589245,0.8959443719828838,0.9738606346462191,8.948408868215399,1.650274221295528e-05
2013-12-25 06:00:00,66.3209940158361,46.89583061023178,46.0913854484536,-4.613475908294636,20.85360376926157,5.247315645892718e+17,1.571900082505505,0.0008687629021308412,32.33255978694349,0.9181495502511898,0.9723870687707665,8.948408868215399,1.6155252583822507e-05
2013-12-25 06:10:00,65.64294675949458,46.26283356903224,46.069917367575236,-4.756270186609922,21.052971453181286,5.01526868611136e+17,1.592431983492303,0.0008893674325605419,31.370009435749502,0.9433912048153966,0.9708049544116658,8.948408868215399,1.5804805824248447e-05
2013-12-25 06:20:00,64.32290563960133,45.14499256491905,45.68784729161997,-4.894461316472531,21.12991113896848,4.796156628280647e+17,1.6176282990466961,0.0009147599461271151,30.549195499988638,0.9722251930609778,0.9691566822914377,8.948408868215399,1.5455114283464403e-05
2013-12-25 06:30:00,62.34073955739092,43.53041391199594,44.925986820318975,-5.0167778013364925,21.073775344359156,4.597789149137742e+17,1.6473496853740155,0.0009446522973043882,29.912954544693292,1.005134595463979,0.9674904037274903,8.948408868215399,1.511436552360505e-05
2013-12-25 06:40:00,59.6991074123663,41.42776698764792,43.7682467895081,-5.113310938608029,20.869777772265667,4.428021859762216e+17,1.6817411675906353,0.0009792506501368147,29.514343035792578,1.062978663075317,0.9652363711399004,8.948408868215399,1.4777312057844938e-05
2013-12-25 06:50:00,56.424171969305604,38.865497812873926,42.2060017600751,-5.173558120817902,20.502559281078636,4.2944283158408435e+17,1.7208184324873295,0.0010186619532841041,29.408667355347497,1.142591215942981,0.9626008462703172,8.948408868215399,1.4444021291660938e-05
2013-12-25 07:00:00,52.55515046828191,35.881364466034434,40.23961814247187,-5.18780030586391,19.960824059428433,4.204269670037563e+17,1.7645356682164888,0.001062947759075812,29.656726526046853,1.2349897079000995,0.9600219781074201,8.948408868215399,1.4114598859240667e-05
